State Code,County Code,County Name/State Abbreviation,2010 Unemployment Rate (%),2011 Unemployment Rate (%),2012 Unemployment Rate (%),2013 Unemployment Rate (%),2014 Unemployment Rate (%),2015 Unemployment Rate (%),2016 Unemployment Rate (%),2017 Unemployment Rate (%),2018 Unemployment Rate (%),2019 Unemployment Rate (%),,
19.00,37.00,"Chickasaw County, IA",7.60,6.40,5.20,5.00,4.70,4.50,4.40,3.20,2.80,2.90,,
19.00,39.00,"Clarke County, IA",7.80,7.10,6.00,5.50,4.50,4.00,3.30,3.10,2.90,2.90,,
19.00,41.00,"Clay County, IA",6.00,5.50,5.10,4.50,4.20,3.60,3.80,3.70,3.30,2.80,,
19.00,43.00,"Clayton County, IA",7.30,6.30,5.70,5.60,5.00,4.10,4.20,3.90,3.30,3.70,,
19.00,45.00,"Clinton County, IA",7.20,6.70,6.20,5.80,5.20,4.90,4.90,4.00,3.30,3.70,,
19.00,47.00,"Crawford County, IA",4.80,4.80,4.50,4.40,4.10,4.10,5.40,4.10,3.50,3.60,,
19.00,49.00,"Dallas County, IA",4.60,4.30,3.90,3.60,3.30,2.80,2.60,2.10,1.80,2.00,,
19.00,51.00,"Davis County, IA",7.30,6.20,5.80,5.50,5.10,4.40,4.20,3.30,2.80,2.90,,
19.00,53.00,"Decatur County, IA",6.20,5.10,4.50,4.50,3.80,3.30,3.20,2.60,2.30,2.20,,
19.00,55.00,"Delaware County, IA",6.20,5.60,4.50,4.30,3.80,3.30,3.40,2.60,2.10,2.40,,
19.00,57.00,"Des Moines County, IA",7.60,6.90,6.20,6.00,5.00,4.70,4.90,4.20,3.40,4.00,,
19.00,59.00,"Dickinson County, IA",6.90,6.40,5.70,5.30,4.70,3.80,4.30,3.60,3.30,2.90,,
19.00,61.00,"Dubuque County, IA",5.90,5.10,4.50,4.50,4.10,3.60,3.50,3.00,2.50,2.60,,
19.00,63.00,"Emmet County, IA",7.20,5.70,4.50,4.10,3.90,3.70,4.20,3.20,2.80,2.60,,
19.00,65.00,"Fayette County, IA",7.30,6.30,5.40,5.30,5.00,4.50,4.40,3.60,3.00,3.60,,
19.00,67.00,"Floyd County, IA",7.40,6.60,6.30,5.50,4.50,3.70,3.60,3.20,2.80,3.60,,
19.00,69.00,"Franklin County, IA",6.30,5.20,4.50,4.50,3.90,3.30,3.40,2.70,2.20,2.30,,
19.00,71.00,"Fremont County, IA",6.00,5.90,5.10,4.20,3.90,3.30,3.30,2.60,1.90,2.80,,
19.00,73.00,"Greene County, IA",6.00,5.70,5.00,4.70,4.00,3.50,3.10,2.70,2.30,2.40,,
19.00,75.00,"Grundy County, IA",5.80,5.10,4.60,4.40,4.10,3.80,3.40,2.90,2.60,2.80,,
19.00,77.00,"Guthrie County, IA",6.60,6.20,5.60,5.10,4.40,3.70,3.60,3.20,2.70,3.00,,
19.00,79.00,"Hamilton County, IA",7.40,9.00,6.90,5.50,4.50,4.20,3.70,3.20,2.80,2.90,,
19.00,81.00,"Hancock County, IA",6.80,5.70,4.60,4.00,3.30,2.70,2.70,2.60,2.40,2.40,,
19.00,83.00,"Hardin County, IA",6.60,6.00,5.40,5.10,4.30,3.90,3.90,3.20,2.90,3.20,,
19.00,85.00,"Harrison County, IA",5.70,5.60,5.10,4.50,4.00,3.40,3.40,2.70,2.30,2.40,,
19.00,87.00,"Henry County, IA",8.50,6.90,6.00,5.30,4.40,3.90,3.50,3.00,2.50,2.70,,
19.00,89.00,"Howard County, IA",6.50,5.50,4.60,4.60,4.00,3.60,3.60,3.00,2.60,2.80,,
19.00,91.00,"Humboldt County, IA",5.30,5.10,4.20,4.10,3.80,3.30,2.90,3.00,2.60,2.70,,
19.00,93.00,"Ida County, IA",5.20,4.90,4.00,4.00,3.60,3.10,2.50,2.30,2.00,2.00,,
19.00,95.00,"Iowa County, IA",5.60,5.10,4.50,4.10,4.20,3.50,3.10,2.60,2.10,2.20,,
19.00,97.00,"Jackson County, IA",7.40,6.60,5.50,5.40,5.00,4.20,4.10,3.40,2.80,3.20,,
19.00,99.00,"Jasper County, IA",7.50,6.80,6.00,5.10,4.40,3.80,3.50,3.10,2.70,2.90,,
19.00,101.00,"Jefferson County, IA",7.20,6.10,5.30,5.00,4.40,3.80,3.60,3.10,2.30,2.40,,
19.00,103.00,"Johnson County, IA",4.30,4.10,3.70,3.40,3.10,2.60,2.60,2.50,2.00,2.00,,
19.00,105.00,"Jones County, IA",6.50,5.90,5.30,5.30,4.90,4.10,4.20,3.60,3.10,3.20,,
19.00,107.00,"Keokuk County, IA",6.60,6.20,5.50,5.10,4.40,4.20,4.30,3.60,3.00,3.30,,
19.00,109.00,"Kossuth County, IA",5.20,4.40,3.90,3.60,3.20,2.80,2.60,2.40,2.10,2.20,,
19.00,111.00,"Lee County, IA",9.00,8.20,7.20,7.10,5.90,5.30,6.00,5.40,4.10,3.90,,
19.00,113.00,"Linn County, IA",6.10,5.80,5.20,5.00,4.40,3.80,3.60,3.30,2.90,2.90,,
19.00,115.00,"Louisa County, IA",7.40,6.20,5.50,5.10,4.50,3.80,3.90,3.30,2.70,3.10,,
19.00,117.00,"Lucas County, IA",6.20,5.40,4.80,4.70,3.90,3.50,3.10,2.80,2.00,2.10,,
19.00,119.00,"Lyon County, IA",3.90,3.20,3.00,2.90,2.50,2.00,2.00,1.70,1.60,1.60,,
19.00,121.00,"Madison County, IA",6.50,6.10,5.60,5.10,4.50,3.90,3.50,3.60,3.30,3.60,,
19.00,123.00,"Mahaska County, IA",6.90,5.90,5.20,4.80,4.40,3.90,3.70,3.20,2.50,2.50,,
19.00,125.00,"Marion County, IA",6.00,5.50,4.80,4.50,3.80,3.20,3.00,2.60,2.10,2.10,,
19.00,127.00,"Marshall County, IA",7.00,6.70,6.40,6.00,5.40,5.00,4.90,4.60,4.60,4.50,,
19.00,129.00,"Mills County, IA",5.30,5.00,4.60,4.40,4.40,4.00,3.60,2.70,2.10,2.30,,
19.00,131.00,"Mitchell County, IA",5.30,4.80,4.60,4.30,3.60,2.80,2.60,2.10,1.80,1.70,,
19.00,133.00,"Monona County, IA",7.30,7.00,6.40,5.70,5.00,4.30,4.00,3.60,2.80,3.00,,
19.00,135.00,"Monroe County, IA",7.30,6.80,5.80,5.70,5.10,4.40,4.60,3.80,3.00,3.10,,
19.00,137.00,"Montgomery County, IA",8.20,6.00,5.10,4.90,4.10,3.50,3.50,3.10,2.50,2.70,,
19.00,139.00,"Muscatine County, IA",8.20,6.70,5.80,5.20,4.50,3.80,3.80,3.30,2.70,2.90,,
19.00,141.00,"O'Brien County, IA",4.70,4.30,3.80,3.60,3.30,2.80,2.70,2.40,2.00,2.20,,
19.00,143.00,"Osceola County, IA",5.00,4.50,4.20,3.80,3.30,2.80,2.60,2.10,2.00,1.90,,
19.00,145.00,"Page County, IA",6.90,5.80,5.40,5.30,4.40,4.10,5.00,3.90,2.60,2.60,,
19.00,147.00,"Palo Alto County, IA",6.10,4.80,4.30,3.70,3.60,3.10,3.10,2.70,2.20,2.20,,
19.00,149.00,"Plymouth County, IA",4.60,4.50,4.10,4.00,3.40,2.80,2.50,2.40,2.00,2.20,,
19.00,151.00,"Pocahontas County, IA",5.20,4.50,4.00,3.80,3.50,3.00,2.80,2.40,1.90,1.90,,
19.00,153.00,"Polk County, IA",6.10,5.80,5.20,4.80,4.20,3.60,3.40,3.10,2.60,2.80,,
19.00,155.00,"Pottawattamie County, IA",5.90,5.70,5.10,4.60,4.30,3.60,3.40,2.80,2.40,2.40,,
19.00,157.00,"Poweshiek County, IA",5.90,5.70,4.90,4.60,4.20,3.60,3.40,3.10,2.40,2.70,,
19.00,159.00,"Ringgold County, IA",4.80,4.70,4.40,4.30,3.80,3.30,3.50,3.10,2.80,2.90,,
19.00,161.00,"Sac County, IA",4.80,4.50,4.30,4.20,3.90,3.30,3.00,2.80,2.40,2.40,,
19.00,163.00,"Scott County, IA",6.70,6.20,5.70,5.60,5.20,4.60,4.50,3.60,3.00,3.30,,
19.00,165.00,"Shelby County, IA",4.60,4.40,3.80,3.80,3.10,2.80,2.90,2.40,2.00,2.10,,
19.00,167.00,"Sioux County, IA",4.00,3.80,3.50,3.50,2.90,2.40,2.30,2.00,1.80,1.90,,
19.00,169.00,"Story County, IA",4.30,4.00,3.60,3.30,2.90,2.50,2.30,2.00,1.60,1.90,,
19.00,171.00,"Tama County, IA",6.50,6.20,6.00,5.60,5.30,4.30,4.10,3.50,3.00,3.10,,
19.00,173.00,"Taylor County, IA",5.70,4.80,4.10,3.80,3.70,3.10,2.90,2.20,2.00,1.90,,
19.00,175.00,"Union County, IA",5.70,5.40,5.10,4.90,4.70,4.10,3.80,3.10,3.60,3.20,,
19.00,177.00,"Van Buren County, IA",7.40,6.40,5.80,5.50,4.50,4.00,3.60,3.00,2.70,2.70,,
19.00,179.00,"Wapello County, IA",8.10,7.30,7.00,6.30,5.50,5.10,5.70,4.50,3.50,3.70,,
19.00,181.00,"Warren County, IA",5.70,5.30,4.80,4.50,4.00,3.40,3.20,2.70,2.30,2.50,,
19.00,183.00,"Washington County, IA",5.20,4.80,4.20,3.80,3.60,3.10,2.90,2.90,2.40,2.50,,
19.00,185.00,"Wayne County, IA",6.30,5.60,5.50,5.20,5.00,3.90,3.70,3.10,2.80,2.60,,
19.00,187.00,"Webster County, IA",7.10,7.10,6.40,5.30,4.80,4.30,4.00,3.70,3.30,3.10,,
19.00,189.00,"Winnebago County, IA",6.80,6.10,5.40,4.80,4.20,3.90,3.40,3.10,2.60,2.80,,
19.00,191.00,"Winneshiek County, IA",5.60,5.10,4.60,4.60,4.20,3.60,3.50,3.10,2.70,2.90,,
19.00,193.00,"Woodbury County, IA",6.70,5.80,5.20,4.80,4.40,3.70,3.50,3.20,2.60,2.70,,
19.00,195.00,"Worth County, IA",7.40,6.50,5.50,5.20,4.50,3.90,3.40,3.00,2.80,2.80,,
19.00,197.00,"Wright County, IA",7.30,7.00,5.40,4.50,4.10,3.90,4.10,3.40,2.70,2.60,,
20.00,1.00,"Allen County, KS",8.10,7.90,7.10,6.10,5.00,5.10,5.60,4.80,3.90,3.50,,
20.00,3.00,"Anderson County, KS",7.60,7.50,6.50,5.80,5.10,4.80,4.30,3.90,3.40,3.30,,
20.00,5.00,"Atchison County, KS",9.70,8.90,7.70,8.60,6.50,6.10,6.20,5.20,4.50,5.20,,
20.00,7.00,"Barber County, KS",4.50,3.90,3.90,4.00,3.10,4.20,3.70,2.80,2.50,2.50,,
20.00,9.00,"Barton County, KS",5.90,5.10,4.50,4.10,3.50,4.20,4.50,3.60,3.20,3.10,,
20.00,11.00,"Bourbon County, KS",8.90,8.80,7.60,6.50,5.20,4.80,4.80,4.40,4.10,4.20,,
20.00,13.00,"Brown County, KS",6.60,5.90,5.30,5.00,4.10,4.00,3.60,3.20,3.00,3.20,,
20.00,15.00,"Butler County, KS",7.70,6.90,6.20,5.50,4.80,4.30,4.20,3.80,3.40,3.20,,
20.00,17.00,"Chase County, KS",5.50,5.40,5.30,5.60,4.10,3.60,3.50,2.60,2.60,2.80,,
20.00,19.00,"Chautauqua County, KS",8.90,8.10,6.50,6.20,5.40,5.70,5.20,4.70,3.90,3.90,,
20.00,21.00,"Cherokee County, KS",9.00,8.00,7.80,6.40,5.00,4.40,4.40,3.90,3.70,3.40,,
20.00,23.00,"Cheyenne County, KS",4.00,4.30,3.60,3.40,3.10,2.70,2.80,2.50,2.30,2.40,,
20.00,25.00,"Clark County, KS",4.40,3.80,3.50,3.10,2.60,2.40,2.80,2.50,2.30,2.30,,
20.00,27.00,"Clay County, KS",5.50,5.60,5.20,5.00,4.40,4.30,4.10,3.70,3.20,3.20,,
20.00,29.00,"Cloud County, KS",5.60,5.40,5.00,4.30,4.20,3.80,4.10,4.30,3.40,3.20,,
20.00,31.00,"Coffey County, KS",7.50,7.70,7.00,5.90,5.70,5.70,6.20,5.20,4.60,4.50,,
20.00,33.00,"Comanche County, KS",4.40,4.30,3.90,3.50,3.10,3.30,3.10,2.90,2.40,2.60,,
20.00,35.00,"Cowley County, KS",7.70,6.90,6.20,5.80,4.60,4.60,4.40,3.80,3.30,3.40,,
20.00,37.00,"Crawford County, KS",8.60,7.80,6.60,5.90,5.30,5.10,4.80,4.20,3.90,3.90,,
20.00,39.00,"Decatur County, KS",4.90,4.80,4.40,4.00,3.50,3.60,3.90,3.10,2.90,3.00,,
20.00,41.00,"Dickinson County, KS",6.50,6.50,6.00,5.90,5.00,5.20,4.40,3.80,3.40,3.60,,
20.00,43.00,"Doniphan County, KS",8.70,7.70,6.30,5.40,4.50,4.30,3.90,3.50,3.50,3.40,,
20.00,45.00,"Douglas County, KS",5.80,5.60,5.10,4.80,4.10,3.70,3.50,3.20,3.00,2.90,,
20.00,47.00,"Edwards County, KS",5.30,4.40,4.00,3.70,3.30,3.00,3.00,3.10,2.30,2.60,,
20.00,49.00,"Elk County, KS",8.30,7.50,6.80,5.70,5.10,4.80,4.90,4.20,3.30,3.70,,
20.00,51.00,"Ellis County, KS",3.90,3.50,3.40,3.10,2.70,3.00,3.10,2.50,2.30,2.30,,
20.00,53.00,"Ellsworth County, KS",4.70,4.00,3.50,3.30,2.90,3.70,3.80,3.10,2.70,2.80,,
20.00,55.00,"Finney County, KS",4.50,4.20,4.50,4.30,3.40,3.50,3.10,2.70,2.40,2.30,,
20.00,57.00,"Ford County, KS",4.10,4.20,3.90,4.00,3.80,3.40,3.20,2.80,2.50,2.50,,
20.00,59.00,"Franklin County, KS",8.80,8.20,7.20,6.10,5.10,4.60,4.20,3.70,3.50,3.30,,
20.00,61.00,"Geary County, KS",9.00,9.00,8.70,8.70,7.20,6.20,5.60,4.90,4.60,4.40,,
20.00,63.00,"Gove County, KS",3.30,3.30,3.00,3.40,2.60,2.50,2.40,2.30,2.10,2.10,,
20.00,65.00,"Graham County, KS",4.70,4.10,3.40,4.20,3.20,4.00,4.40,3.60,3.10,3.10,,
20.00,67.00,"Grant County, KS",4.30,4.10,3.90,3.60,3.40,3.60,3.60,3.20,2.70,2.90,,
20.00,69.00,"Gray County, KS",3.20,3.20,3.10,3.00,2.70,2.30,2.30,2.00,2.00,2.00,,
20.00,71.00,"Greeley County, KS",3.40,3.10,3.00,2.40,2.10,2.10,2.10,1.80,2.00,2.30,,
20.00,73.00,"Greenwood County, KS",7.40,6.50,5.60,5.30,4.50,4.60,4.90,4.20,3.50,3.20,,
20.00,75.00,"Hamilton County, KS",3.10,2.80,2.70,2.90,2.30,2.00,2.70,2.30,1.90,1.90,,
20.00,77.00,"Harper County, KS",6.20,5.60,4.30,4.00,3.70,3.90,3.60,3.70,2.80,2.50,,
20.00,79.00,"Harvey County, KS",7.10,6.00,5.40,4.90,4.20,3.90,4.20,4.10,3.20,2.90,,
20.00,81.00,"Haskell County, KS",3.60,3.50,3.40,2.90,2.60,2.50,2.60,2.20,2.10,2.30,,
20.00,83.00,"Hodgeman County, KS",3.70,3.80,3.40,3.80,3.40,3.10,2.60,2.50,2.40,2.40,,
20.00,85.00,"Jackson County, KS",6.10,5.90,5.60,5.10,4.10,3.70,3.50,3.10,2.90,2.90,,
20.00,87.00,"Jefferson County, KS",7.40,7.00,6.00,5.70,4.80,4.20,3.90,3.50,3.20,3.10,,
20.00,89.00,"Jewell County, KS",5.40,4.60,4.30,3.60,3.80,4.40,4.30,3.50,2.70,2.80,,
20.00,91.00,"Johnson County, KS",6.00,5.30,4.60,4.30,3.80,3.40,3.20,3.00,2.80,2.80,,
20.00,93.00,"Kearny County, KS",4.40,4.30,3.90,3.60,3.10,3.20,3.10,2.50,2.30,2.30,,
20.00,95.00,"Kingman County, KS",6.90,6.30,6.10,5.40,4.00,4.30,4.40,3.70,3.20,3.20,,
20.00,97.00,"Kiowa County, KS",5.20,4.20,3.80,3.40,3.30,3.00,2.70,2.50,2.40,2.30,,
20.00,99.00,"Labette County, KS",9.40,8.90,7.90,7.20,5.80,5.70,5.40,4.50,3.90,4.00,,
20.00,101.00,"Lane County, KS",4.20,4.60,4.60,3.50,3.20,3.30,3.10,3.30,2.80,2.60,,
20.00,103.00,"Leavenworth County, KS",7.50,7.20,6.40,6.00,5.00,4.50,4.30,3.90,3.60,3.40,,
20.00,105.00,"Lincoln County, KS",5.90,5.10,4.90,4.60,4.10,3.40,3.40,2.80,2.40,2.30,,
20.00,107.00,"Linn County, KS",11.00,11.00,9.90,8.70,7.40,6.40,6.40,5.80,5.80,5.90,,
20.00,109.00,"Logan County, KS",3.50,3.20,3.00,2.80,2.20,2.40,2.50,2.10,2.10,2.00,,
20.00,111.00,"Lyon County, KS",6.60,6.30,5.80,7.20,5.10,4.30,4.10,3.80,3.50,3.40,,
20.00,113.00,"McPherson County, KS",5.10,4.50,4.10,3.90,3.20,3.00,3.10,2.70,2.50,2.20,,
20.00,115.00,"Marion County, KS",5.90,5.60,5.10,4.70,4.00,3.80,3.90,3.60,3.10,3.00,,
20.00,117.00,"Marshall County, KS",5.00,4.60,4.20,3.80,3.20,2.90,3.00,2.80,2.60,2.90,,
20.00,119.00,"Meade County, KS",4.20,3.70,3.30,3.10,2.60,3.00,2.70,2.50,2.00,2.30,,
20.00,121.00,"Miami County, KS",7.50,7.10,6.30,5.60,4.70,4.30,4.10,3.70,3.50,3.30,,
20.00,123.00,"Mitchell County, KS",4.70,3.60,3.00,2.90,3.20,3.30,3.30,2.70,2.20,2.40,,
20.00,125.00,"Montgomery County, KS",10.50,9.80,7.70,6.80,5.70,6.40,6.10,5.20,4.20,4.10,,
20.00,127.00,"Morris County, KS",6.70,6.60,6.10,5.40,4.40,4.30,3.80,3.10,2.70,2.70,,
20.00,129.00,"Morton County, KS",4.30,3.60,3.70,3.90,3.90,4.20,3.90,3.80,3.20,2.90,,
20.00,131.00,"Nemaha County, KS",4.20,3.80,3.60,3.40,2.80,2.60,2.70,2.40,2.30,2.80,,
20.00,133.00,"Neosho County, KS",10.10,9.20,8.80,8.50,7.50,7.40,7.20,5.20,4.80,4.60,,
20.00,135.00,"Ness County, KS",3.90,3.30,3.20,3.10,2.70,3.30,3.40,2.90,2.70,2.50,,
20.00,137.00,"Norton County, KS",3.80,3.50,3.10,2.80,2.40,2.50,2.40,2.20,2.10,2.20,,
20.00,139.00,"Osage County, KS",8.10,8.10,7.20,6.60,5.40,5.00,4.40,3.90,3.70,3.60,,
20.00,141.00,"Osborne County, KS",4.80,4.40,4.30,4.20,3.70,3.50,3.40,2.70,2.50,2.00,,
20.00,143.00,"Ottawa County, KS",5.90,5.70,5.40,4.50,4.10,3.80,3.80,3.10,2.80,2.70,,
20.00,145.00,"Pawnee County, KS",4.60,4.50,4.10,4.40,3.80,3.70,3.30,3.30,3.10,2.90,,
20.00,147.00,"Phillips County, KS",5.10,5.00,4.50,4.20,3.50,3.20,3.10,3.00,2.40,2.60,,
20.00,149.00,"Pottawatomie County, KS",5.20,4.90,4.70,4.60,3.90,3.60,3.50,3.10,2.70,2.80,,
20.00,151.00,"Pratt County, KS",5.50,5.00,4.50,4.00,3.20,4.00,4.10,3.20,2.70,2.50,,
20.00,153.00,"Rawlins County, KS",3.40,3.50,2.70,2.80,2.40,2.30,2.40,2.30,2.00,2.20,,
20.00,155.00,"Reno County, KS",6.30,5.90,5.40,5.30,4.40,4.30,4.40,3.90,3.50,3.20,,
20.00,157.00,"Republic County, KS",4.30,3.80,3.80,3.40,3.00,2.70,2.70,2.80,2.60,2.60,,
20.00,159.00,"Rice County, KS",5.40,5.10,4.40,4.30,3.50,3.80,4.00,3.20,2.90,2.80,,
20.00,161.00,"Riley County, KS",4.90,4.70,4.40,4.20,3.70,3.40,3.40,3.00,2.80,2.80,,
20.00,163.00,"Rooks County, KS",6.20,5.30,4.60,4.20,3.60,4.60,4.70,3.80,3.10,3.50,,
20.00,165.00,"Rush County, KS",5.30,4.30,4.60,4.30,3.50,3.50,4.00,3.20,2.70,2.80,,
20.00,167.00,"Russell County, KS",5.00,4.60,4.10,4.00,3.50,3.70,4.20,3.30,2.90,2.90,,
20.00,169.00,"Saline County, KS",6.10,6.00,5.70,5.00,4.20,3.80,3.70,3.20,3.00,3.00,,
20.00,171.00,"Scott County, KS",3.80,3.70,3.10,2.90,2.70,2.80,2.40,2.20,1.90,1.90,,
20.00,173.00,"Sedgwick County, KS",8.70,7.80,6.90,6.10,5.30,4.80,4.60,4.20,3.70,3.50,,
20.00,175.00,"Seward County, KS",4.90,4.50,4.10,4.10,3.50,4.30,4.30,3.50,3.20,3.10,,
20.00,177.00,"Shawnee County, KS",6.90,6.70,6.20,5.80,4.70,4.20,4.00,3.70,3.40,3.30,,
20.00,179.00,"Sheridan County, KS",3.30,3.10,2.80,2.70,2.60,2.20,2.40,2.30,2.20,2.20,,
20.00,181.00,"Sherman County, KS",4.70,4.00,3.80,4.00,3.20,2.90,3.30,2.90,2.70,2.70,,
20.00,183.00,"Smith County, KS",4.30,4.00,3.90,3.60,3.10,3.90,3.20,2.80,2.40,2.50,,
20.00,185.00,"Stafford County, KS",5.00,5.00,4.60,4.40,3.70,4.00,3.70,3.30,2.60,2.70,,
20.00,187.00,"Stanton County, KS",4.00,3.90,3.50,3.70,3.30,3.00,2.80,2.80,2.50,2.50,,
20.00,189.00,"Stevens County, KS",4.10,4.00,3.50,3.00,3.00,3.70,3.90,3.20,2.80,2.60,,
20.00,191.00,"Sumner County, KS",8.80,7.50,6.40,5.60,4.70,4.40,4.20,3.80,3.50,3.40,,
20.00,193.00,"Thomas County, KS",3.90,3.60,3.40,3.50,2.90,2.60,2.70,2.60,2.50,2.30,,
20.00,195.00,"Trego County, KS",4.60,4.60,4.30,3.70,3.10,3.50,4.00,3.30,3.00,2.80,,
20.00,197.00,"Wabaunsee County, KS",6.50,6.10,5.40,5.00,4.10,3.80,3.60,3.20,3.10,3.20,,
20.00,199.00,"Wallace County, KS",5.90,5.40,4.20,3.20,2.50,2.70,2.70,2.60,2.40,2.60,,
20.00,201.00,"Washington County, KS",4.80,4.50,4.10,3.70,3.20,3.10,3.30,2.90,2.70,2.60,,
20.00,203.00,"Wichita County, KS",3.40,3.80,5.20,3.50,2.80,2.90,2.30,2.40,2.00,2.00,,
20.00,205.00,"Wilson County, KS",11.70,11.30,9.90,8.90,6.90,6.60,6.00,4.70,4.30,4.00,,
20.00,207.00,"Woodson County, KS",7.80,6.70,6.20,6.30,5.20,5.00,5.70,4.40,4.30,4.20,,
20.00,209.00,"Wyandotte County, KS",9.90,9.30,8.40,7.90,6.80,6.00,5.50,5.20,4.80,4.30,,
21.00,1.00,"Adair County, KY",12.50,11.70,9.50,10.10,8.60,7.10,6.50,5.90,4.80,5.30,,
21.00,3.00,"Allen County, KY",11.80,9.80,8.00,7.40,5.90,4.80,4.20,4.00,3.70,4.20,,
21.00,5.00,"Anderson County, KY",9.70,8.30,6.90,6.40,5.20,4.10,4.00,4.00,3.50,3.70,,
21.00,7.00,"Ballard County, KY",10.40,9.90,9.20,9.10,8.00,6.80,8.80,7.50,6.80,5.70,,
21.00,9.00,"Barren County, KY",11.30,9.80,7.90,7.60,6.30,5.10,4.60,4.50,4.30,4.50,,
21.00,11.00,"Bath County, KY",14.80,12.60,10.50,10.20,8.90,7.60,7.30,7.70,6.60,6.20,,
21.00,13.00,"Bell County, KY",12.30,11.90,12.00,13.20,10.10,8.50,9.10,7.70,6.10,6.40,,
21.00,15.00,"Boone County, KY",8.90,7.80,6.90,6.60,5.20,4.00,3.80,3.80,3.30,3.40,,
21.00,17.00,"Bourbon County, KY",9.10,8.40,7.30,6.90,5.60,4.70,4.70,4.50,3.90,3.80,,
21.00,19.00,"Boyd County, KY",10.30,10.30,9.40,9.40,7.50,6.80,8.00,7.00,5.70,5.70,,
21.00,21.00,"Boyle County, KY",11.30,10.70,9.00,8.70,6.90,5.50,4.90,4.90,4.30,4.70,,
21.00,23.00,"Bracken County, KY",11.50,10.70,9.50,9.70,7.90,6.20,5.90,5.70,4.80,4.90,,
21.00,25.00,"Breathitt County, KY",13.60,12.70,14.50,14.80,11.40,9.70,9.70,8.60,7.00,7.50,,
21.00,27.00,"Breckinridge County, KY",13.00,11.50,9.70,9.10,7.20,6.10,6.20,5.80,5.20,5.30,,
21.00,29.00,"Bullitt County, KY",10.80,9.90,8.10,7.30,5.80,4.50,4.10,4.10,3.90,4.10,,
21.00,31.00,"Butler County, KY",12.10,10.70,9.00,9.10,7.50,5.80,5.40,5.40,4.80,4.80,,
21.00,33.00,"Caldwell County, KY",10.60,9.60,8.40,8.10,6.50,5.50,5.40,5.20,4.60,5.00,,
21.00,35.00,"Calloway County, KY",8.10,7.50,7.10,7.20,5.70,4.60,4.50,4.30,3.80,4.10,,
21.00,37.00,"Campbell County, KY",9.20,8.30,7.00,6.50,5.20,4.10,3.80,3.70,3.20,3.50,,
21.00,39.00,"Carlisle County, KY",9.20,8.90,8.00,7.10,6.00,5.80,6.40,6.80,4.80,4.20,,
21.00,41.00,"Carroll County, KY",14.60,12.10,10.30,9.10,7.10,5.50,4.90,4.50,4.00,4.00,,
21.00,43.00,"Carter County, KY",14.20,13.80,12.60,12.50,10.70,10.00,10.40,9.60,9.00,8.30,,
21.00,45.00,"Casey County, KY",11.10,10.00,8.40,8.50,6.80,5.70,4.80,4.70,4.50,4.20,,
21.00,47.00,"Christian County, KY",11.80,10.80,9.40,9.30,7.60,6.30,6.10,6.00,5.20,5.60,,
21.00,49.00,"Clark County, KY",10.90,9.80,8.20,7.50,6.10,5.10,4.70,4.50,4.00,3.90,,
21.00,51.00,"Clay County, KY",14.70,15.00,14.10,14.20,11.10,9.60,10.00,8.60,6.80,7.00,,
21.00,53.00,"Clinton County, KY",11.10,11.40,11.00,10.40,9.00,8.30,7.40,6.40,5.30,5.50,,
21.00,55.00,"Crittenden County, KY",10.10,8.50,7.70,7.30,6.20,5.50,5.20,5.40,5.00,4.90,,
21.00,57.00,"Cumberland County, KY",11.90,11.00,10.80,10.60,7.50,5.90,5.60,5.20,4.30,4.20,,
21.00,59.00,"Daviess County, KY",9.40,8.30,7.00,6.80,5.60,4.50,4.40,4.30,3.90,3.90,,
21.00,61.00,"Edmonson County, KY",13.40,11.70,10.00,9.90,8.30,6.90,6.10,5.90,5.20,4.90,,
21.00,63.00,"Elliott County, KY",16.00,15.70,14.40,14.40,11.30,10.20,11.40,10.40,9.10,8.20,,
21.00,65.00,"Estill County, KY",13.70,12.40,10.00,9.60,7.50,6.10,5.80,5.80,5.30,5.00,,
21.00,67.00,"Fayette County, KY",7.50,6.80,5.90,5.70,4.80,3.80,3.50,3.50,3.20,3.30,,
21.00,69.00,"Fleming County, KY",11.60,10.60,9.10,9.40,7.70,6.30,6.20,5.90,5.30,5.40,,
21.00,71.00,"Floyd County, KY",13.60,11.10,11.70,13.10,10.20,9.40,11.20,8.10,6.30,6.40,,
21.00,73.00,"Franklin County, KY",8.80,7.90,6.70,6.50,5.30,4.20,4.00,4.00,3.60,3.70,,
21.00,75.00,"Fulton County, KY",11.60,12.40,11.30,10.70,8.30,7.60,6.80,7.00,5.50,5.70,,
21.00,77.00,"Gallatin County, KY",12.40,10.70,9.40,9.20,7.00,5.10,4.80,4.40,3.90,4.00,,
21.00,79.00,"Garrard County, KY",11.20,10.00,8.50,8.10,6.50,5.10,4.80,4.80,4.30,4.60,,
21.00,81.00,"Grant County, KY",11.90,10.60,9.10,8.20,6.50,5.30,4.80,4.80,4.20,4.10,,
21.00,83.00,"Graves County, KY",9.60,9.10,8.30,8.40,7.40,6.10,6.10,5.80,4.90,4.60,,
21.00,85.00,"Grayson County, KY",14.40,12.20,10.30,10.20,8.40,6.60,6.60,5.90,4.80,5.00,,
21.00,87.00,"Green County, KY",11.90,9.60,8.40,8.20,6.50,5.30,4.40,4.50,4.10,4.40,,
